year,study_ID,Column1,year_of_collection ,continent ,country,latitude,longitude,hs1,hs,IS03,Order,host_species1,host_species,host1,host,dm,dignostic_method,genus,Tryp_species1,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,settings,study_type,notes,all_type,all_type2,md,insec1,insec,sm
,"(Bekele & Nasir, 2011)",ny,,,Ethiopia,,,,,ETH,,,,cattle,cattle,micro,buffy coat and thin blood smears,1,Trypanosoma_congolense,Trypanosoma_congolense,384,24,6.25,,https://www.researchgate.net/publication/230646938_Prevalence_and_host_related_risk_factors_of_bovine_trypanosomosis_in_Hawagelan_district_West_Wellega_zone_Western_Ethiopia,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Bekele & Nasir, 2011)",ny,,,Ethiopia,,,,,ETH,,,,cattle,cattle,micro,buffy coat and thin blood smears,1,Trypanosoma_brucei,Trypanosoma_brucei,384,2,0.520833333,,https://www.researchgate.net/publication/230646938_Prevalence_and_host_related_risk_factors_of_bovine_trypanosomosis_in_Hawagelan_district_West_Wellega_zone_Western_Ethiopia,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Bekele & Nasir, 2011)",ny,,,Ethiopia,,,,,ETH,,,,cattle,cattle,micro,buffy coat and thin blood smears,1,Trypanosoma_vivax,Trypanosoma_vivax,384,7,1.822916667,,https://www.researchgate.net/publication/230646938_Prevalence_and_host_related_risk_factors_of_bovine_trypanosomosis_in_Hawagelan_district_West_Wellega_zone_Western_Ethiopia,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2017,"(Belo et al., 2017)",cited,2014,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,"(ELISA	, DPP-field, DPP_lab)",9,Leishmania_infantum,Leishmania_infantum,1130,161,14.2,52,161,969,0.142,,,cross_sectional ,avar three tests,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
,"(Ben Othman et al., 2018)",cited,,,Tunisia,,,,,TUN,,,,rodents ,rodents,mol,RT-PCR and sequencing,9,Leishmania_spp.,Leishmania spp.,72,26,36.11111111,,https://www.sciencedirect.com/science/article/pii/S1567134818300133?via%3Dihub,,,29413886,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Benassi et al., 2017)",cited,,,Brazil ,,,,,BRA,,,,cats,cats,mol,"qPCR	PCR	sequencing",9,Leishmania_infantum,Leishmania_infantum,108,2,1.85,,https://www.sciencedirect.com/science/article/pii/S0014489416303034?via%3Dihub,,,28438522,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2018,"(Bento et al., 2018)",cited,,South America,Brazil,15°47’S,47°55’W,2,2,BRA,Chiroptera,Glossophaga soricina,"Glossophaga soricina, Phyllostomus hastatus, Anoura caudifera, Artibeus planirostris , Phyllostomus discolor.",bats,bats,sero, microhematocrit,5,Trypanosoma_cruzi,Trypanosoma_cruzi,412,28,6.8,T5,28,384,0.068,,,cross_sectional ,microhematocrit,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Bento et al., 2018)",cited,,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Chiroptera,Carollia perspicillata ,Carollia perspicillata ,bats,bats,sero, microhematocrit,,Trypanosoma_dionisii,Trypanosoma_dionisii,36,9,25,T5,9,27,0.25,,,cross_sectional ,microhematocrit,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Berger et al., 2014)",cited,,,Israel,,,,,ISR,,,,,flies,mol,PCR ITS1 and PCR,9,Leishmania_major,Leishmania_major,56,17,30.4,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4117264/#!po=23.9130,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,insects,1,sys
,"(Berger et al., 2014)",cited,,,Israel,,,,,ISR,,,,rodents,rodents,mol,PCR ITS1 and PCR,9,Leishmania_major,Leishmania_major,192,11,8.7,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4117264/#!po=23.9130,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Berger et al., 2014)",cited,,,Israel,,,,,ISR,,,,rodents,rodents,mol,PCR ITS1 and PCR,9,Leishmania_major,Leishmania_major,192,6,3.13,,https://www.researchgate.net/publication/264392394_Zoonotic_Disease_in_a_Peripheral_Population_Persistence_and_Transmission_of_Leishmania_major_in_a_Putative_Sink-Source_System_in_the_Negev_Highlands_Israel,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Berger et al., 2014)",cited,,,Israel,,,,,ISR,,,,,flies,mol,PCR ITS1 and PCR,9,Leishmania_major,Leishmania_major,370,139,37.57,,https://www.researchgate.net/publication/264392394_Zoonotic_Disease_in_a_Peripheral_Population_Persistence_and_Transmission_of_Leishmania_major_in_a_Putative_Sink-Source_System_in_the_Negev_Highlands_Israel,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,insects,1,sys
2012,"(Berlin et al., 2012)",cited,2008,Asia,Israel,31°47’N,35°12’E,1,1,ISR,Perissodactyla,Equus caballus,Equus caballus,equids,equids,sero," avar(CATT, RDB)",1,Trypanosoma_evansi,Trypanosoma_evansi,614,27,4.4,22578964,27,587,0.044,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2016,"(Bernal and  Pinto,  2016)",cited,,South America,Panama ,,,,,PAN,,Engystomops pustulosus,frogs,frogs,animals,mol,PCR,,Trypanosoma_tungarae,Trypanosoma_tungarae,40,11,27.5,K6,11,29,0.275,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Berzunza-Cruz et al., 2015)",cited,2009-2010,North America,Mexico,19°20’N,99°10’W,2,2,MEX,Chiroptera,Pteronotus personatus,"Pteronotus personatus, Artibeus jamaicensis, Artibeus lituratus, Dermanura phaeotis, Carollia sowelli, Choeroniscus godmani, Desmodus rotundus, Glossophaga commissarisi, Glossophaga soricina, Leptonycteris  curasoae, Phyllostomus discolor, Sturnira lilium, Sturnira ludovici.",bats,bats,mol, PCR ,,Leishmania_mexicana,Leishmania_mexicana,420,41,9.8,25629729,41,379,0.098,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",cited,2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,sero,IFA,5,Trypanosoma_cruzi,Trypanosoma_cruzi,102,1,0.9,m9,1,101,0.009,,,Cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",cited,2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Artiodactyla,Sus domesticus ,Sus domesticus ,pigs,pigs,sero,IFA,5,Trypanosoma_cruzi,Trypanosoma_cruzi,34,2,5.9,m9,2,32,0.059,,,Cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",cited,2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis familiaris ,Canis familiaris ,dogs,dogs,sero,Avar( ELISA and IFA),9,Leishmania_spp.,Leishmania_spp.,53,26,49,m9,26,27,0.49,,,Cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",cited,2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Felis catus ,Felis catus ,cats,cats,sero,IFA,5,Trypanosoma_cruzi,Trypanosoma_cruzi,41,21,51.2,m9,21,20,0.512,,,Cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",cited,2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Felis catus ,Felis catus ,cats,cats,sero,IFA,9,Leishmania_spp.,Leishmania_spp.,41,22,54.7,m9,22,19,0.547,,,Cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Bezerra et al., 2014)",cited,2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis familiaris ,Canis familiaris ,dogs,dogs,sero,Avar( ELISA and IFA),5,Trypanosoma_cruzi,Trypanosoma_cruzi,53,42,79,m9,42,11,0.79,,,Cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2009,"(Bhattarai et al., 2009)",cited,2006—2007,"Asia, Europe",Nepal,27°45’N,85°20’E,1,1,NPL,Diptera,Phlebotomus argentipes,P. argentipes,flies,flies,mol, PCR ,9,Leishmania_spp.,Leishmania_spp.,996,40,4,18,40,956,0.04,,,cross_sectional ,pools converted tp flies,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2009,"(Bhattarai et al., 2009)",cited,2006—2007,Asia,Nepal,27°45’N,85°20’E,1,1,NPL,Diptera,Phlebotomus argentipes,P. argentipes,flies,flies,mol, PCR ,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,996,16,1.6,18,16,980,0.016,,,cross_sectional ,"Endotrypanum spp(dix)., Leptomonas costaricensis, Sauroleishmania tarento- lae or Trypanosomatidae_spp.",7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
,"(Bhattarai et al., 2010)",cited,,,Nepal,,,,,NEP,,,,cattle,cattle,mol, PCR ,9,Leishmania_spp.,Leishmania_spp.,188,25,13.29787234,,,,,20113552,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Bhutto et al., 2010)",cited,,,Pakistan,,,,,PAK,,,,camels,camels,micro,,1,Trypanosoma_evansi,Trypanosoma_evansi,240,27,11.25,,,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Bigeli et al., 2012)",cited,South America,,Brazil,,,,,BRA,,,,dogs,dogs,mol, PCR ,9,Leishmania_spp.,Leishmania spp.,204,121,59.31,,https://www.scielo.br/pdf/rsbmt/v45n1/05.pdf,,,22370823,sampling size,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Bilgin et al., 2015)",cited,,Asia,Turkey,,,,,TUR,,,,dogs,dogs,mol, PCR ,9,Leishmania_infantum,Leishmania_infantum,246,21,8.5,,https://www.researchgate.net/publication/282928299_Prevalence_of_leishmaniosis_in_dogs_in_Istanbul_Turkey_determined_by_using_PCR,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,181,4,2.2,T19,4,177,0.022,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,181,4,2.2,T19,4,177,0.022,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,493,13,2.6,T19,13,480,0.026,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Capra hircus,Capra hircus,goats,goats,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,264,8,3,T19,8,256,0.03,,,cross_sectional ,not very clear breakdown ofTrypanosoma infections,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,754,26,3.4,T19,26,728,0.034,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Perissodactyla,Equus asinus,Equus asinus,equids,equids,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,84,3,3.6,T19,3,81,0.036,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Capra hircus,Capra hircus,goats,goats,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,264,10,3.9,T19,10,254,0.039,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Perissodactyla,Equus asinus,Equus asinus,equids,equids,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,84,5,5.9,T19,5,79,0.059,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,493,30,6,T19,30,463,0.06,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,10,1,10,T19,1,9,0.1,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,754,92,12.2,T19,92,662,0.122,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Birhanu et al., 2015)",cited,Na,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Ovis aries,Ovis aries,Sheep,Sheep,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,25,7,28,T19,7,18,0.28,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Biryomumaisho et al., 2013)",cited,NA,Africa,Uganda,00°20’N,32°30’E,2,2,UGA,Artiodactyla,Bos taurus,"Bos taurus, Sus domesticus , Capra hircus",cattle,cattle,micro,BCT,1,Trypanosoma_congolense,Trypanosoma_congolense,1891,8,0.4,23344247,8,1883,0.004,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Biryomumaisho et al., 2013)",cited,NA,Africa,Uganda,00°20’N,32°30’E,2,2,UGA,Artiodactyla,Bos taurus,"Bos taurus, Sus domesticus , Capra hircus",cattle,cattle,micro,BCT,1,Trypanosoma_brucei,Trypanosoma_brucei,1891,14,0.7,23344247,14,1877,0.007,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Biryomumaisho et al., 2013)",cited,NA,Africa,Uganda,00°20’N,32°30’E,2,2,UGA,Artiodactyla,Bos taurus,"Bos taurus, Sus domesticus , Capra hircus",cattle,cattle,micro,BCT,1,Trypanosoma_vivax,Trypanosoma_vivax,1891,40,2.1,23344247,40,1851,0.021,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Bitew et al., 2011)",cited,,,Ethiopia,,,,,ETH,,,, cattle,cattle,micro, buffy coat  ,1,Trypanosoma_congolense,Trypanosoma_congolense,300,19,6.333333333,,https://www.researchgate.net/publication/255728764_Prevalence_of_bovine_trypanosomosis_in_selected_areas_of_Jabi_Tehenan_district_West_Gojam_of_Amhara_regional_state_Northwestern_Ethiopia,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Bitew et al., 2011)",cited,,,Ethiopia,,,,,ETH,,,, cattle,cattle,micro, buffy coat  ,1,Trypanosoma_vivax,Trypanosoma_vivax,300,15,5,,https://www.researchgate.net/publication/255728764_Prevalence_of_bovine_trypanosomosis_in_selected_areas_of_Jabi_Tehenan_district_West_Gojam_of_Amhara_regional_state_Northwestern_Ethiopia,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Bolukbas et al., 2016)",cited,,,Turkey,,,,,TUR,,,,dogs,dogs,mol,PCR,9,Leishmania_spp.,Leishmania_spp.,240,1,41,,https://www.researchgate.net/publication/298064587_Evidence_of_Leishmania_spp_antibodies_and_DNA_in_dogs_in_the_middle_black_sea_region_of_Turkey,,,NA,zero prev for sand flies,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2018,"(Borghesan et al., 2018)",cited,,Africa and sourth/central Amarica ,Africa and sourth/central Amarica ,25°44’S,28°12’E,1,1,USA,Diptera,Chrysomya albiceps,"Chrysomya albiceps, Chrysomya megacephala, Chrysomya putoria, Lucilia sericata, Lucilia eximia, Musca domestica, Ornidia obesa, Zelus leucogrammus, Cochliomyia hominivorax, Cochliomyia macellaria, Glossina sp., Cochliomyia hominivorax.",flies (mono),flies,micro,microscopic examination,Agomonas_spp.,Agomonas_spp.,Agomonas_deanei,3900,184,4.7,29467742,184,3716,0.047,,sylvatic ,cross_sectional ,angomonas spp.,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Borghesan et al., 2018)",cited,,Africa and sourth/central Amarica ,Africa and sourth/central Amarica ,25°44’S,28°12’E,1,1,USA,Diptera,Lucilia eximia,"Lucilia eximia, Chrysomya putoria, Chrysomya megacephala, Chrysomya albiceps.",flies (mono),flies,micro,microscopic examination,Agomonas_spp.,Agomonas_spp.,Angomonas_ambiguus,3900,12,0.3,29467742,12,3888,0.003,,sylvatic ,cross_sectional ,angomonas spp.,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Borghesan et al., 2018)",cited,,Africa and sourth/central Amarica ,Africa and sourth/central Amarica ,25°44’S,28°12’E,1,1,USA,Diptera,Chrysomya megacephala,"Chrysomya megacephala, Chrysomya putoria, Cochliomyia hominivorax, Cochliomyia macellaria, Lucilia sericata, Lucilia eximia. Ornidia obesa. ",flies (mono),flies,micro,microscopic examination,Agomonas_spp.,Agomonas_spp.,Angomonas_desouzai,3900,38,1,29467742,38,3862,0.01,,sylvatic ,cross_sectional ,angomonas spp.,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
,"(Borji et al., 2009)",cited,,,Iran,,,,,IRN,,,,camels,camels,micro, NA ,1,Trypanosoma_evansi,Trypanosoma_evansi,262,1,0.38,,https://www.researchgate.net/publication/289757807_Epidemiological_study_on_haemoparasites_of_dromedary_Camelus_dromedarius_in_Iran,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2013,"(Botero et al., 2013)",cited,na,Australia,Australia,35°15’S,149°08’E,3,3,AUS,animals,,,marsupials ,animals,mol,PCR,1,Trypanosoma_spp.,Trypanosoma_spp.,854,506,59.3,24533319,506,348,0.593,,,cross_sectional ,Trypanosoma_spp.,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Botto-Mahan et al., 2012)",cited,,,Chile,,,,,CHL,,,,rodents,rodents,mol, PCR ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,162,63,38.89,,https://www.sciencedirect.com/science/article/pii/S0001706X11003482,,,22192594,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Botto-Mahan et al., 2012)",cited,,,Chile,,,,,CHL,,,,,truebugs,mol, PCR ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,460,170,37,,https://www.sciencedirect.com/science/article/pii/S0001706X15300310,,,26086950,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
2019,"(Boushaki et al., 2019)",cited,2014-2016,Africa,Algeria,36°42’N,03°08’E,1,1,DZA,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,1046,536,60,31372547,536,510,0.6,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Brasil et al., 2018)",cited,,,Brazil,,,,,BRA,,,, dogs ,dogs,sero, ELISA,5,Trypanosoma_cruzi,Trypanosoma_cruzi,384,6,1.5625,,http://www.uel.br/revistas/uel/index.php/semagrarias/article/view/32025/24272,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Brasil et al., 2018)",cited,,,Brazil,,,,,BRA,,,, dogs ,dogs,sero, ELISA,9,Leishmania_spp.,Leishmania_spp.,384,11,2.864583333,,http://www.uel.br/revistas/uel/index.php/semagrarias/article/view/32025/24272,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Bray et al., 2007)",cited,,,England,,,,,GBR,,,,rodents,rodents,mol,PCR,1,Trypanosoma_spp.,Trypanosoma spp.,76,9,11.84210526,,https://www.cambridge.org/core/journals/parasitology/article/haemoparasites-of-common-shrews-sorex-araneus-in-northwest-england/1985158A853EB2743486614CB0EA4BE6,,,17288633,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Breniere et al., 2012)",cited,,,Bolivia,,,,,BOL,,,,truebugs,truebugs,mol,microscopic examination and PCR ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,333,234,70.27,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3368956/,,,22685616,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
,"(Brigada et al., 2010)",cited,,,Argentina,,,,,ARG,,,,equids,equids,mol,PCR,1,Trypanosoma_spp.,Trypanosoma_spp.,300,14,4.666666667,,https://www.scielo.br/pdf/rsbmt/v43n3/07.pdf,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Brito et al., 2016)",cited,,,Brazil,,,,,BRA,,,,dogs,dogs,mol,PCR,9,Leishmania_spp.,Leishmania_spp.,391,8,2.05,,https://www.scielo.br/pdf/jvatitd/v22/1678-9199-jvatitd-s40409-016-0069-4.pdf,,,27076813,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Brown et al., 2010)",cited,,,USA,,,,,USA,,,,animals,animals,sero, indirect immunofluorescent antibody testing ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,912,483,52.96052632,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2976638/#!po=38.6364,,,20020815,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2018,"(Buendia et al., 2018)",cited,2012-2014,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Hymenopterans,Apis_mellifera,Apis mellifera,bees (mono),bees,mol,PCR and sequencing ,Crithidia_spp.,C.mellificae&L.passim,"Crithidia_mellificae,_Lotmaria_passim",131400,42836,32.6,m1,42836,88564,0.326,W,,cross_sectional ,bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
,"(Buhaya et al., 2015)",cited,,,USA,,,,,USA,,,,truebugs,truebugs,mol,PCR,5,Trypanosoma_cruzi,Trypanosoma_cruzi,39,25,64.1,,https://www.sciencedirect.com/science/article/pii/S0001706X15300541,,,26193424,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
,"(Bustamante et al., 2014)",cited,,,Guatemala,,,,,GTM,,,,dogs,dogs,sero, NA ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,80,30,37,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0104599#s4,,,25170955,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Cai et al., 2019)",cited,,,China,,,,,CHN,,,,bats,bats,mol,PCR,1,Trypanosoma_spp.,Trypanosoma_spp.,227,14,6.2,,,,,31348896,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Caldart et al., 2015)",cited,,,Brazil,,,,,BRA,,,,dogs,dogs,micro, microscopic ,9,Leishmania_spp.,Leishmania_spp.,236,3,1.271186441,,https://www.researchgate.net/publication/275346113_Zoonosis_in_dogs_and_cats_attended_by_the_Birth_Control_Project_Toxoplasma_gondii_Leishmania_spp_and_Leptospira_spp_serodiagnosis_and_epidemiology#fullTextFileContent,,,NA,cats was excluded because of zero prev,,,2,Leishmania_spp.,dixenous_spp.,none_insects,1,sys
,"(Caldart et al., 2017)",cited,,,Brazil,,,,,BRA,,,,rodents,rodents,mol,PCR,9,Leishmania_spp.,Leishmania_spp.,127,9,7.09,,https://pubmed.ncbi.nlm.nih.gov/28177041/,,,28177041,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Calzada et al., 2015)",cited,,,Panama,,,,,PAN,,,,dogs,dogs,sero, NA ,9,Leishmania_spp.,Leishmania_spp.,51,23.97,47,,,,,25990429,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Camejo et al., 2016)",cited,,,Venezuela,,,,,VNM,,,,animals,animals,mol, PCR ,1,Trypanosoma_vivax,Trypanosoma_vivax,85,48,56.47,,https://www.researchgate.net/publication/303120604_Relationship_between_asymptomatic_infections_with_Anaplasma_marginale_Babesia_spp_and_trypanosoma_vivax_in_bulls_and_testosterone_levels,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2016,"(Can et al., 2016)",cited,NA,Asia,Turkey,39°57’N,32°54’E,1,1,TUR,Carnivora,Felis catus,Felis catus,cats,cats,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,1101,1,0.09,21,1,1100,0.0009,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
