year,study_ID,year_of_collection ,continent ,country,latitude,longitude,sociality,life expectency,IS03,Order,host_species2,host_species12,host_species,host1,host,dm,dignostic_method,genus1,genus2,genus,Tryp_species,Tryp_species12,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,settings,study_type,Column1,notes,all_type,all_type2,md,insec1,insec,sm
2004,"(Sarquis et al., 2004)",2000-2002,South America,Brazil,15°47’S,47°55’W,1,2,BRA,Hemiptera,Bombus_melanopygus,Triatoma brasiliensis,"Triatoma brasiliensis, T. pseudomaculata, Rhodnius nasutus, Panstrongy luslutzi.",truebugs,truebugs,micro,"microscopic	examination",,1,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,1773,302,17,40,302,1471,0.17,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2011,"(nan et al., 2011)",2007-2008,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Bombus_vandykei,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero," ELISA, IFAT",,1,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,6295,267,4.2,41,267,6028,0.042,,,cross_sectional ,,agreement: ELISA and IFAT,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2011,"(Felipe et al., 2011)",2006-2008,South America,Brazil,15°47’S,47°55’W,3,3,BRA,Diptera,,,,flies,flies,mol,PCR,,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,448,40,8.9,42,40,408,0.089,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2014,"(Rodrigues et al., 2014)",2009-2010,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,Lutzomyia longipalpis ,Lutzomyia longipalpis ,flies,flies,mol," qPCR, PCR ",,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,1230,450,36.6,48,450,780,0.366,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2014,"(Ribeiro et al., 2014)",2002 2009,South America,Brazil,15°47’S,47°55’W,1,2,BRA,Hemiptera,Bombus_impatiens,Triatoma rubrovaria,"T. rubrovaria, T. lenti, T. sordida, T. melanocephala, T. sordida.",truebugs,truebugs,micro,microscopic examination,,1,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,720,46,6.4,49,46,674,0.064,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2015,"(D'Andrea et al., 2015)",2010  and 2011,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Bombus_griseocollis,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, ELISA,,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,4547,509,11.2,50,509,4038,0.112,,,cross_sectional ,,ELISA:largest sample size,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2016,"(Fujimori et al., 2016)",2013,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Bombus_frigidus,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA ,,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,521,120,23,51,120,401,0.23,,,cross_sectional ,,one test,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Belo et al., 2017)",2014,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Bombus_ternarius,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,"(ELISA	, DPP-field, DPP_lab)",,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,1130,161,14.2,52,161,969,0.142,,,cross_sectional ,,avar three tests,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Santos et al., 2017)",2007-2014,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Bombus_sylvicola,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,micro,"microscopic	examination ",,1,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,649,260,40.7,53,260,389,0.407,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Galvis-Ovallos et al., 2017)",2012-2014,South America,Brazil,15°47’S,47°55’W,2,2,BRA,Diptera,,Lutzomyia Longipalpis,"Lu. Longipalpis, Ny. Neivai, Ev. Lenti, Ev. Cortelezzii, Brumptomyia sp. ",flies,flies,mol," nested PCR, PCR ",,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,652,17,2.6,54,17,635,0.026,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2018,"(Lana et al., 2018)",2015 and 2016,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Bombus_melanopygus,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol,nested PCR,,1,9,Leishmania_major,Leishmania_major,Leishmania_major,9136,1355,14.8,55,1355,7781,0.148,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Lana et al., 2018)",2015 and 2016,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,Lutzomyia longipalpis,L. longipalpis ,flies,flies,mol,nested PCR,,1,9,Leishmania_major,Leishmania_major,Leishmania_major,115,1,0.9,55,1,114,0.009,,,cross_sectional ,,examined flies were >500,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2018,"(Lana et al., 2018)",2015 and 2016,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,Lutzomyia Cortelezzii,E. cortelezzii ,flies,flies,mol,nested PCR,,1,9,Leishmania_major,Leishmania_major,Leishmania_major,93,1,1,55,1,92,0.01,,,cross_sectional ,,examined flies were >500,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2018,"(de Carvalho et al., 2018)",2016-2017,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Bombus_mixtus,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,TR DPP and ELISA,,1,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,600,115,19.2,56,115,485,0.192,,,cross_sectional ,,TR DPP and ELISA,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2019,"(Resadore et al., 2019)",2015-2016,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,,,flies,flies,mol, PCR ,,1,,Leishmania_amazonensis,Leishmania_amazonensis,Leishmania_amazonensis,4328,16,0.4,58,16,4312,0.004,,sylvatic ,cross_sectional ,CL,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2019,"(Resadore et al., 2019)",2015-2016,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,,,flies,flies,mol, PCR ,,1,9,Leishmania_braziliensis,Leishmania_braziliensis,Leishmania_braziliensis,4328,47,1,58,47,4281,0.01,,sylvatic ,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2008,"(Kato et al., 2008)",2007,South America,"Ecuador, Peru",00°15’S,78°35’W,2,2,ECU,Diptera,,Lutzomyia ayacuchensis ,"Lu. ayacuchensis , Lu. Peruensis",flies,flies,mol," PCR-RFLP, PCR-RFLP), polymerase chain reaction, PCR ",,1,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,654,4,0.61,61,4,650,0.0061,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2012,"(Valdivia et al., 2012)",2009,South America,Peru,12°00’S,77°00’W,3,3,PER,Diptera,,,Drain fly,flies,flies,mol,PCR,,1,9,Leishmania_braziliensis,Leishmania_braziliensis,Leishmania_braziliensis,1299,54,4.16,62,54,1245,0.0416,,sylvatic ,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Vargas et al., 2017)",2014-2015,South America and Asia,"Chile, Israel",33°24’S,70°40’W,1,1,CHL,Hymenopterans,Apis_mellifera,Apis_mellifera,Apis mellifera,bees (mono),bees,mol, PCR ,Apis_spp.,1,Lotmaria_spp.,Lotmaria_passim,Lotmaria_passim,Lotmaria_passim,467,290,62,63,290,177,0.62,W,,cross_sectional ,,beehives,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2013,"(Thies et al., 2013)",2011-2012,South America[change | change source],Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,Lutzomyia antunesi ,L. antunesi ,flies,flies,mol,PCR,,1,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,1568,105,6.67,64,105,1463,0.0667,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2013,"(Thies et al., 2013)",2011-2012,South America[change | change source],Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,Lutzomyia ubiquitalis,L. ubiquitalis,flies,flies,mol,PCR,,1,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,128,1,0.88,64,1,127,0.0088,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2015,"(Paiz et al., 2015)",2007-2013,South America[change | change source],Brazil,15°47’S,47°55’W,1,2,BRA,Primates,,Callithrix jacchus,"Callithrix jacchus, Galictis cuja, Lepus europaeus, Nasua nasua, Galictis cuja, Sphiggurus villosus, Nasua nasua, Eira barbara, Galictis cuja.",opossums,animals,sero,DAT,,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,528,9,1.7,65,9,519,0.017,,,cross_sectional ,,one test,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2016,"(Mascolli et al., 2016)",2007-2008,South America[change | change source],Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA for leishmania spp. And IF for T. cruzi,,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,570,13,2.3,66,13,557,0.023,,,cross_sectional ,,ELISA,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2016,"(Mascolli et al., 2016)",2007-2008,South America[change | change source],Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,ELISA for leishmania spp. And IF for T. cruzi,,1,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,570,35,6.1,66,35,535,0.061,,,cross_sectional ,,ELISA,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2018,"(Goulson et al., 2018)",2010-2011,Europe,United Kingdom,55.3781° N,3.4360° W,1,1,GBR,Hymenopterans,lapidarius,Bombus_lapidarius,B. lapidarius ,bees (mono),bees,micro, microscopic ,Bombus_spp.,1,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,6,3,50,68,3,3,0.5,W,,cross_sectional ,,"bees were not marked after sampling, so it is possible that some individual bees were screened more than once. ",3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Goulson et al., 2018)",2010-2011,Europe,United Kingdom,55.3781° N,3.4360° W,1,1,GBR,Hymenopterans,pratorum,Bombus_pratorum,B. pratorum ,bees (mono),bees,micro, microscopic ,Bombus_spp.,1,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,15,12,80,68,12,3,0.8,W,,cross_sectional ,,"bees were not marked after sampling, so it is possible that some individual bees were screened more than once. ",3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Goulson et al., 2018)",2010-2011,Europe,United Kingdom,55.3781° N,3.4360° W,1,1,GBR,Hymenopterans,lucorum,Bombus_lucorum,B. lucorum ,bees (mono),bees,micro, microscopic ,Bombus_spp.,1,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,63,32,51,68,32,31,0.51,W,,cross_sectional ,,"bees were not marked after sampling, so it is possible that some individual bees were screened more than once. ",3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Goulson et al., 2018)",2010-2011,Europe,United Kingdom,55.3781° N,3.4360° W,1,1,GBR,Hymenopterans,hortorum,Bombus_hortorum,B. hortorum ,bees (mono),bees,micro, microscopic ,Bombus_spp.,1,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,84,42,50,68,42,42,0.5,W,,cross_sectional ,,"bees were not marked after sampling, so it is possible that some individual bees were screened more than once. ",3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Goulson et al., 2018)",2010-2011,Europe,United Kingdom,55.3781° N,3.4360° W,1,1,GBR,Hymenopterans,terrestris,Bombus_terrestris,B. terrestris ,bees (mono),bees,micro, microscopic ,Bombus_spp.,1,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,1070,517,48.3,68,517,553,0.483,W,,cross_sectional ,,"bees were not marked after sampling, so it is possible that some individual bees were screened more than once. ",3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2010,"(Gillespie, 2010)",2006-2007,North America,United States,39°91’N,77°02’W,1,1,USA,Hymenopterans,Bombus,Bombus_spp.,"B. bimaculatus , B. citrinus, B. fervidus, B. griseocollis, B. impatiens, B. pensylvanicus, B. perplexus, B. ternarius, B. vagans.",bees (mono),bees,micro, microscopic ,Bombus_spp.,1,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,1117,849,76,69,849,268,0.76,W,,cross_sectional ,,bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2000,"(Ozbel et al., 2000)",NA,Asia,Turkey,39°57’N,32°54’E,1,1,TUR,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,DAT or IFAT,,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,490,26,5.3,10643901,26,464,0.053,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2000,"(Reithinger et al., 2000)",NA,South America,Peru,12°00’S,77°00’W,1,1,PER,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol, PCR ,,1,9,Leishmania_braziliensis,Leishmania_braziliensis,Leishmania_braziliensis,545,31,5.7,10655379,31,514,0.057,,stray,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2000,"(Davison et al., 2000)",1994-1995,Asia,Indonesia,06°09’S,106°49’E,1,1,IDN,Artiodactyla,,Bubalus bubalis,Bubalus bubalis,buffaloes,buffaloes,sero,MHCT ,,1,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,2387,96,4,10722144,96,2291,0.04,,,cross_sectional ,,Surra,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2000,"(Gutierrez et al., 2000)",1997-1999,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Artiodactyla,,Camelus dromedarius ,Camelus dromedarius ,camels,camels,sero,CATT/T-evansi,,1,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,745,36,4.8,10828522,36,709,0.048,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2000,"(Molina et al., 2000)",1998-1999,Europe,Spain,40°25’N,03°45’W,1,1,ESP,Artiodactyla,,Camelus dromedarius ,Camelus dromedarius ,camels,camels,sero, ELISA,,1,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,444,6,1.35,11018734,6,438,0.0135,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2000,"(de Thoisy et al., 2000)",1994-1995,Europe,France,48°50’N,02°20’E,2,2,FRA,animals,,Didelphis marsupialis,"Didelphis marsupialis, D. albiventris,  Philander opossum, Caluromys philander, Bradypus didactylus, Choloepus didactylus, Dasypus novemcinctus, D. kappleri, 
Tamandua tetradactyla, Nasua nasua, Galictis vittata, Eira barbara, Coendou prehensilis, Makalata didelphoides, Echimys chrysurus, 
Myoprocta acouchi, Dasyprocta agouti, Agouti paca, Maxama americana, M. gouazoubira, Saguinus midas, Saimiri sciureus, Pithecia pithecia, Alouatta seniculus. ",reptiles,animals,micro,"microscopic	examination ",,1,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,Trypanosomatidae_spp.,1353,259,19.1,11128476,259,1094,0.191,,,cross_sectional ,,Trypanosomatidae ,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,none_insects,2,meta
2000,"(Reid & Copeman, 2000)",1997-1998,North America,"Guinea, Papua New Guinea",09°29’N,13°49’W,1,2,GIN,"Diprotodontia, Artiodactyla.",,Sus domesticus,"Sus domesticus, Bos taurus, Macropus agilis",animals,animals,sero,"avar(  CATT , MI, HCT)",,1,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,545,14,2.7,11194473,14,531,0.027,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2001,"(Bajer et al., 2001)",1997-1990,Europe,Poland,52°13’N,21°00’E,1,1,POL,Rodentia,,Clethrionomys glareolus,Clethrionomys glareolus,rodents,rodents,micro,"microscopic	examination",,1,,Trypanosoma_evotomys,Trypanosoma_evotomys,Trypanosoma_evotomys,420,63,15,11197763,63,357,0.15,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2001,"(Sehgal et al., 2001)",1990 and 2000,Africa,"Cameroon, Guinea",03°50’N,11°35’E,1,1,GIN,Passeriformes,,Turdus migratorius,Turdus migratorius,birds,birds,mol, agreement (microscopic and PCR),,1,1,Trypanosoma_spp.,Trypanosoma_spp.,Trypanosoma__spp.,479,167,35,11555273,167,312,0.35,,,cross_sectional ,,microscopic and PCR,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2001,"(Batistoti et al., 2001)",1983 to 1996 ,Africa,Namibia,22°35’S,17°04’E,1,2,NAM,Diptera,,Veneza zonat,"Veneza zonat, Phtia picta, Teognis sp., Pachibrachius bilobata, Nezara viridula, Euchistus herus, Piezodorus guildini.",flies,flies,micro,microscopic examination,,1,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,Trypanosomatidae_spp.,402,228,56.7,11780818,228,174,0.567,,,cross_sectional ,,Crithidia spp. And  Phytomonas and some Leptomonas sp,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
2002,"(Freitas et al., 2002)",1999,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,Lutzomyia umbratilis,Lutzomyia umbratilis,flies,flies,micro,"microscopic	examination ",,1,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,211,56,26.5,11992148,56,155,0.265,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2002,"(Freitas et al., 2002)",1999,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,Lutzomyia whitmani ,L. whitmani ,flies,flies,micro,"microscopic	examination ",,1,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,6,1,16.7,11992148,1,5,0.167,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2002,"(Freitas et al., 2002)",1999,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,Lutzomyia spathotrichia ,L. spathotrichia ,flies,flies,micro,"microscopic	examination ",,1,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,3,1,33.3,11992148,1,2,0.333,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2002,"(Freitas et al., 2002)",1999,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,,Lutzomyia dendrophyla ,L. dendrophyla ,flies,flies,micro,"microscopic	examination ",,1,9,Leishmania_spp.,Leishmania_spp.,Leishmania_spp.,14,2,14.2,11992148,2,12,0.142,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2002,"(Cringoli et al., 2002)",NA,Europe,Italy,41°54’N,12°29’E,1,1,ITA,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,IFAT,,1,9,Leishmania_infantum,Leishmania_infantum,Leishmania_infantum,1058,222,21,12079736,222,836,0.21,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2002,"(Kidanemariam et al., 2002)",NA,africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,micro,"agreement( buffy coat , microscopic, PCV)",,1,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense,1008,43,4.2,12233995,43,965,0.042,,,cross_sectional ,,"agreement( buffy coat , microscopic, PCV)",1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2002,"(Kidanemariam et al., 2002)",NA,africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,micro,"agreement( buffy coat , microscopic, PCV)",,1,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,1008,108,10.7,12233995,108,900,0.107,,,cross_sectional ,,"agreement( buffy coat , microscopic, PCV)",1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Atarhouch et al., 2003)",1997-1998,Africa,Morocco,31.7917° N,7.0926° W,1,1,MAR,Artiodactyla,,Camelus dromedarius ,Camelus dromedarius ,camels,camels,sero,avar((CATT) and  (Ab-ELISA) ),,1,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,1460,241,16.2,12559707,241,1219,0.162,,,cross_sectional ,,avar(ELISA and CATT),1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2002,"(Ngaira et al., 2002)",1996-1997,Africa,Kenya,01°17’S,36°48’E,1,1,KEN,Artiodactyla,,Camelus dromedarius ,Camelus dromedarius ,camels,camels,sero,haematocrit centrifugation technique (HCT),,1,,Trypanosoma_evansi,Trypanosoma_evansi,Trypanosoma_evansi,2227,27,1.2,12625378,27,2200,0.012,,,cross_sectional ,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Reithinger et al., 2003)",1997-1999,South America,Peru,12°00’S,77°00’W,1,1,PER,Carnivora,,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,mol, PCR ,,1,9,Leishmania_braziliensis,Leishmania_braziliensis,Leishmania_braziliensis,1066,90,8.4,12682134,90,976,0.084,,domestic,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Waiswa et al., 2003)",2000,Africa,Uganda,00°20’N,32°30’E,1,1,UGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,micro,"microscopic	examination",,1,1,Trypanosoma_brucei,Trypanosoma_brucei,Trypanosoma_brucei,3344,193,5.8,12803870,193,3151,0.058,,,cross_sectional ,,no prev for dogs and goats,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Waiswa et al., 2003)",2000,Africa,Uganda,00°20’N,32°30’E,1,1,UGA,Artiodactyla,,Sus domesticus ,Sus domesticus ,pigs,pigs,micro,"microscopic	examination",,1,1,Trypanosoma_brucei,Trypanosoma_brucei,Trypanosoma_brucei,1181,172,14.5,12803870,172,1009,0.145,,,cross_sectional ,,no prev for dogs and goats,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Waiswa et al., 2003)",2000,Africa,Uganda,00°20’N,32°30’E,1,1,UGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,micro,"microscopic	examination",,1,1,Trypanosoma_congolense,Trypanosoma_congolense,Trypanosoma_congolense,3344,77,2.3,12803870,77,3267,0.023,,,cross_sectional ,,no prev for dogs and goats,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Waiswa et al., 2003)",2000,Africa,Uganda,00°20’N,32°30’E,1,1,UGA,Artiodactyla,,Sus domesticus ,Sus domesticus ,pigs,pigs,micro,"microscopic	examination",,1,1,Trypanosoma_spp.,Trypanosoma_spp.,Trypanosoma_spp.,1181,43,3.6,12803870,43,1138,0.036,,,cross_sectional ,,no prev for dogs and goats,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Waiswa et al., 2003)",2000,Africa,Uganda,00°20’N,32°30’E,1,1,UGA,Artiodactyla,,Ovis aries,Ovis aries,Sheep,Sheep,micro,"microscopic	examination",,1,1,Trypanosoma_spp.,Trypanosoma_spp.,Trypanosoma_spp.,106,4,3.8,12803870,4,102,0.038,,,cross_sectional ,,no prev for dogs and goats,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Waiswa et al., 2003)",2000,Africa,Uganda,00°20’N,32°30’E,1,1,UGA,Artiodactyla,,Bos taurus ,Bos taurus.,cattle,cattle,micro,"microscopic	examination",,1,1,Trypanosoma_vivax,Trypanosoma_vivax,Trypanosoma_vivax,3344,199,5.9,12803870,199,3145,0.059,,,cross_sectional ,,no prev for dogs and goats,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Clausen et al., 2003)",2000,Asia,Mongolia,46.8625° N,103.8467° E,1,1,MNG,Perissodactyla,,Equus ferus caballus,Equus ferus caballus,equids,equids,sero,agreement: ELISA and CFT,,1,,Trypanosoma_equiperdum,Trypanosoma_equiperdum,Trypanosoma_equiperdum,1121,55,4.9,12860063,55,1066,0.049,,,cross_sectional ,,agreement: ELISA and CFT,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2003,"(Monroy et al., 2003)", 1993-1998,North America,Guatemala,14°40’N,90°22’W,1,2,GTM,Hemiptera,,Triatoma dimidiata,"Triatoma dimidiata, Triatoma nitida and Rhodnius prolixus",truebugs,truebugs,micro,"microscopic	examination",,1,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,4128,819,19.8,12886407,819,3309,0.198,,,cross_sectional ,, agreement (microscopic examination and PCR ),1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
